instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,month_idn,weth_idn
229,2011-01-10,1,0,1,19.0,0,1,1,1,0.16,0.1667,0.47,0.1642,3,92,95,Jan,Cerah
230,2011-01-10,1,0,1,20.0,0,1,1,1,0.16,0.1667,0.5,0.1642,1,73,74,Jan,Cerah
231,2011-01-10,1,0,1,21.0,0,1,1,1,0.14,0.1364,0.59,0.194,1,37,38,Jan,Cerah
232,2011-01-10,1,0,1,22.0,0,1,1,1,0.14,0.1515,0.59,0.1642,2,22,24,Jan,Cerah
233,2011-01-10,1,0,1,23.0,0,1,1,1,0.14,0.1515,0.59,0.1642,0,18,18,Jan,Cerah
234,2011-01-11,1,0,1,0.0,0,2,1,1,0.14,0.1667,0.59,0.1045,2,10,12,Jan,Cerah
235,2011-01-11,1,0,1,1.0,0,2,1,1,0.14,0.1515,0.59,0.1642,0,3,3,Jan,Cerah
236,2011-01-11,1,0,1,2.0,0,2,1,2,0.16,0.1515,0.55,0.194,0,3,3,Jan,Cerah Berawan
237,2011-01-11,1,0,1,5.0,0,2,1,2,0.16,0.1818,0.55,0.1343,0,6,6,Jan,Cerah Berawan
238,2011-01-11,1,0,1,6.0,0,2,1,2,0.16,0.1818,0.55,0.1343,0,27,27,Jan,Cerah Berawan
239,2011-01-11,1,0,1,7.0,0,2,1,2,0.16,0.2273,0.55,0.0,2,97,99,Jan,Cerah Berawan
240,2011-01-11,1,0,1,8.0,0,2,1,2,0.18,0.2121,0.51,0.0896,3,214,217,Jan,Cerah Berawan
241,2011-01-11,1,0,1,9.0,0,2,1,2,0.18,0.197,0.51,0.1642,3,127,130,Jan,Cerah Berawan
242,2011-01-11,1,0,1,10.0,0,2,1,2,0.2,0.2121,0.51,0.1642,3,51,54,Jan,Cerah Berawan
243,2011-01-11,1,0,1,11.0,0,2,1,2,0.2,0.2121,0.47,0.1343,4,31,35,Jan,Cerah Berawan
244,2011-01-11,1,0,1,12.0,0,2,1,2,0.2,0.2273,0.51,0.1045,2,55,57,Jan,Cerah Berawan
245,2011-01-11,1,0,1,13.0,0,2,1,2,0.2,0.2273,0.59,0.0896,6,46,52,Jan,Cerah Berawan
246,2011-01-11,1,0,1,14.0,0,2,1,2,0.2,0.2273,0.59,0.0896,3,60,63,Jan,Cerah Berawan
247,2011-01-11,1,0,1,15.0,0,2,1,2,0.16,0.197,0.8,0.0896,2,45,47,Jan,Cerah Berawan
248,2011-01-11,1,0,1,16.0,0,2,1,2,0.16,0.1515,0.86,0.2239,4,72,76,Jan,Cerah Berawan
249,2011-01-11,1,0,1,17.0,0,2,1,2,0.16,0.1515,0.86,0.2239,6,130,136,Jan,Cerah Berawan
250,2011-01-11,1,0,1,18.0,0,2,1,3,0.16,0.1818,0.93,0.1045,1,94,95,Jan,Mendung
251,2011-01-11,1,0,1,19.0,0,2,1,3,0.16,0.2273,0.93,0.0,0,51,51,Jan,Mendung
252,2011-01-11,1,0,1,20.0,0,2,1,3,0.16,0.1515,0.93,0.194,0,32,32,Jan,Mendung
253,2011-01-11,1,0,1,21.0,0,2,1,3,0.16,0.197,0.86,0.0896,0,20,20,Jan,Mendung
254,2011-01-11,1,0,1,22.0,0,2,1,3,0.16,0.1818,0.93,0.1045,1,28,29,Jan,Mendung
255,2011-01-11,1,0,1,23.0,0,2,1,3,0.16,0.197,0.93,0.0896,1,18,19,Jan,Mendung
256,2011-01-12,1,0,1,0.0,0,3,1,2,0.16,0.197,0.86,0.0896,0,7,7,Jan,Cerah Berawan
257,2011-01-12,1,0,1,1.0,0,3,1,2,0.16,0.1818,0.86,0.1045,0,6,6,Jan,Cerah Berawan
258,2011-01-12,1,0,1,2.0,0,3,1,1,0.14,0.1515,0.86,0.1343,0,1,1,Jan,Cerah
259,2011-01-12,1,0,1,5.0,0,3,1,1,0.14,0.1515,0.86,0.1642,0,5,5,Jan,Cerah
260,2011-01-12,1,0,1,6.0,0,3,1,1,0.12,0.1515,0.93,0.1343,0,16,16,Jan,Cerah
261,2011-01-12,1,0,1,7.0,0,3,1,1,0.14,0.1515,0.69,0.1343,0,54,54,Jan,Cerah
262,2011-01-12,1,0,1,8.0,0,3,1,1,0.16,0.1667,0.59,0.1642,3,125,128,Jan,Cerah
263,2011-01-12,1,0,1,9.0,0,3,1,1,0.16,0.1364,0.59,0.3284,3,78,81,Jan,Cerah
264,2011-01-12,1,0,1,10.0,0,3,1,1,0.18,0.1818,0.55,0.2239,0,39,39,Jan,Cerah
265,2011-01-12,1,0,1,11.0,0,3,1,1,0.2,0.1818,0.51,0.3881,3,32,35,Jan,Cerah
266,2011-01-12,1,0,1,12.0,0,3,1,1,0.2,0.1515,0.47,0.5821,3,52,55,Jan,Cerah
267,2011-01-12,1,0,1,13.0,0,3,1,1,0.22,0.197,0.44,0.3582,0,49,49,Jan,Cerah
268,2011-01-12,1,0,1,14.0,0,3,1,1,0.2,0.1818,0.47,0.3284,0,44,44,Jan,Cerah
269,2011-01-12,1,0,1,15.0,0,3,1,1,0.2,0.1667,0.47,0.4179,1,48,49,Jan,Cerah
270,2011-01-12,1,0,1,16.0,0,3,1,1,0.22,0.197,0.44,0.3284,5,63,68,Jan,Cerah
271,2011-01-12,1,0,1,17.0,0,3,1,1,0.2,0.1818,0.47,0.3582,0,139,139,Jan,Cerah
272,2011-01-12,1,0,1,18.0,0,3,1,1,0.2,0.1515,0.47,0.5224,2,135,137,Jan,Cerah
273,2011-01-12,1,0,1,19.0,0,3,1,1,0.18,0.1515,0.47,0.4179,1,82,83,Jan,Cerah
274,2011-01-12,1,0,1,20.0,0,3,1,1,0.16,0.1364,0.5,0.3284,2,54,56,Jan,Cerah
275,2011-01-12,1,0,1,21.0,0,3,1,1,0.16,0.1364,0.55,0.3284,0,57,57,Jan,Cerah
276,2011-01-12,1,0,1,22.0,0,3,1,1,0.16,0.1212,0.55,0.4478,1,32,33,Jan,Cerah
277,2011-01-12,1,0,1,23.0,0,3,1,1,0.14,0.1061,0.59,0.4179,1,19,20,Jan,Cerah
278,2011-01-13,1,0,1,0.0,0,4,1,1,0.14,0.1212,0.59,0.2836,1,6,7,Jan,Cerah
279,2011-01-13,1,0,1,1.0,0,4,1,1,0.14,0.1212,0.5,0.2836,0,2,2,Jan,Cerah
280,2011-01-13,1,0,1,2.0,0,4,1,1,0.14,0.1212,0.5,0.3582,0,2,2,Jan,Cerah
281,2011-01-13,1,0,1,3.0,0,4,1,1,0.14,0.1212,0.5,0.3284,0,3,3,Jan,Cerah
282,2011-01-13,1,0,1,4.0,0,4,1,1,0.14,0.1212,0.5,0.2537,0,4,4,Jan,Cerah
283,2011-01-13,1,0,1,5.0,0,4,1,1,0.14,0.1212,0.5,0.2985,0,3,3,Jan,Cerah
284,2011-01-13,1,0,1,6.0,0,4,1,1,0.12,0.1515,0.54,0.1343,0,28,28,Jan,Cerah
285,2011-01-13,1,0,1,7.0,0,4,1,1,0.12,0.1515,0.54,0.1343,0,72,72,Jan,Cerah
286,2011-01-13,1,0,1,8.0,0,4,1,1,0.14,0.1364,0.5,0.194,5,197,202,Jan,Cerah
287,2011-01-13,1,0,1,9.0,0,4,1,1,0.14,0.1212,0.5,0.3284,2,137,139,Jan,Cerah
288,2011-01-13,1,0,1,10.0,0,4,1,2,0.16,0.1364,0.5,0.3582,2,36,38,Jan,Cerah Berawan
289,2011-01-13,1,0,1,11.0,0,4,1,2,0.2,0.1667,0.44,0.4478,4,33,37,Jan,Cerah Berawan
290,2011-01-13,1,0,1,12.0,0,4,1,1,0.2,0.1667,0.44,0.4179,3,49,52,Jan,Cerah
291,2011-01-13,1,0,1,13.0,0,4,1,1,0.22,0.197,0.41,0.4478,2,81,83,Jan,Cerah
292,2011-01-13,1,0,1,14.0,0,4,1,1,0.22,0.197,0.41,0.3881,3,39,42,Jan,Cerah
293,2011-01-13,1,0,1,15.0,0,4,1,1,0.24,0.2121,0.38,0.2985,5,55,60,Jan,Cerah
294,2011-01-13,1,0,1,16.0,0,4,1,1,0.24,0.2121,0.38,0.3582,2,76,78,Jan,Cerah
295,2011-01-13,1,0,1,17.0,0,4,1,1,0.2,0.1818,0.4,0.2836,4,158,162,Jan,Cerah
296,2011-01-13,1,0,1,18.0,0,4,1,1,0.2,0.1818,0.4,0.3284,3,141,144,Jan,Cerah
297,2011-01-13,1,0,1,19.0,0,4,1,1,0.16,0.1515,0.47,0.2537,1,98,99,Jan,Cerah
298,2011-01-13,1,0,1,20.0,0,4,1,1,0.16,0.1515,0.47,0.2239,0,64,64,Jan,Cerah
299,2011-01-13,1,0,1,21.0,0,4,1,1,0.14,0.1212,0.46,0.2985,0,40,40,Jan,Cerah
300,2011-01-13,1,0,1,22.0,0,4,1,1,0.14,0.1212,0.46,0.3284,0,30,30,Jan,Cerah
301,2011-01-13,1,0,1,23.0,0,4,1,1,0.12,0.1364,0.5,0.194,1,14,15,Jan,Cerah
302,2011-01-14,1,0,1,0.0,0,5,1,1,0.12,0.1364,0.5,0.194,0,14,14,Jan,Cerah
303,2011-01-14,1,0,1,1.0,0,5,1,1,0.1,0.1212,0.54,0.1642,0,5,5,Jan,Cerah
304,2011-01-14,1,0,1,2.0,0,5,1,1,0.1,0.1212,0.54,0.1343,0,1,1,Jan,Cerah
305,2011-01-14,1,0,1,3.0,0,5,1,1,0.1,0.1364,0.54,0.1045,0,1,1,Jan,Cerah
306,2011-01-14,1,0,1,5.0,0,5,1,1,0.1,0.1364,0.54,0.0896,0,8,8,Jan,Cerah
307,2011-01-14,1,0,1,6.0,0,5,1,1,0.1,0.1818,0.54,0.0,0,17,17,Jan,Cerah
308,2011-01-14,1,0,1,7.0,0,5,1,1,0.1,0.1212,0.74,0.1642,0,70,70,Jan,Cerah
309,2011-01-14,1,0,1,8.0,0,5,1,1,0.12,0.1667,0.68,0.0,2,156,158,Jan,Cerah
310,2011-01-14,1,0,1,9.0,0,5,1,1,0.14,0.1515,0.69,0.1343,0,117,117,Jan,Cerah
311,2011-01-14,1,0,1,10.0,0,5,1,1,0.18,0.1818,0.55,0.194,4,40,44,Jan,Cerah
312,2011-01-14,1,0,1,11.0,0,5,1,1,0.18,0.1667,0.51,0.2836,6,47,53,Jan,Cerah
313,2011-01-14,1,0,1,12.0,0,5,1,1,0.2,0.197,0.44,0.2537,2,59,61,Jan,Cerah
314,2011-01-14,1,0,1,13.0,0,5,1,1,0.22,0.197,0.37,0.3881,4,73,77,Jan,Cerah
315,2011-01-14,1,0,1,14.0,0,5,1,1,0.22,0.2121,0.41,0.2836,5,59,64,Jan,Cerah
316,2011-01-14,1,0,1,15.0,0,5,1,1,0.24,0.2424,0.38,0.1642,9,59,68,Jan,Cerah
317,2011-01-14,1,0,1,16.0,0,5,1,1,0.22,0.2424,0.41,0.1045,3,87,90,Jan,Cerah
318,2011-01-14,1,0,1,17.0,0,5,1,1,0.22,0.2273,0.41,0.1642,4,155,159,Jan,Cerah
319,2011-01-14,1,0,1,18.0,0,5,1,1,0.2,0.2576,0.47,0.0,5,134,139,Jan,Cerah
320,2011-01-14,1,0,1,19.0,0,5,1,1,0.16,0.197,0.59,0.0896,3,89,92,Jan,Cerah
321,2011-01-14,1,0,1,20.0,0,5,1,1,0.18,0.2424,0.59,0.0,0,68,68,Jan,Cerah
322,2011-01-14,1,0,1,21.0,0,5,1,1,0.16,0.2273,0.69,0.0,4,48,52,Jan,Cerah
323,2011-01-14,1,0,1,22.0,0,5,1,2,0.16,0.2273,0.69,0.0,2,34,36,Jan,Cerah Berawan
324,2011-01-14,1,0,1,23.0,0,5,1,2,0.18,0.2424,0.55,0.0,1,26,27,Jan,Cerah Berawan
325,2011-01-15,1,0,1,0.0,0,6,0,1,0.18,0.2424,0.55,0.0,3,25,28,Jan,Cerah
326,2011-01-15,1,0,1,1.0,0,6,0,2,0.16,0.197,0.59,0.0896,2,18,20,Jan,Cerah Berawan
327,2011-01-15,1,0,1,2.0,0,6,0,2,0.16,0.197,0.59,0.0896,0,12,12,Jan,Cerah Berawan
328,2011-01-15,1,0,1,3.0,0,6,0,2,0.16,0.2273,0.59,0.0,1,7,8,Jan,Cerah Berawan
329,2011-01-15,1,0,1,4.0,0,6,0,2,0.16,0.2273,0.59,0.0,0,5,5,Jan,Cerah Berawan
330,2011-01-15,1,0,1,5.0,0,6,0,1,0.16,0.2273,0.59,0.0,0,1,1,Jan,Cerah
331,2011-01-15,1,0,1,6.0,0,6,0,1,0.14,0.1667,0.63,0.1045,1,2,3,Jan,Cerah
332,2011-01-15,1,0,1,7.0,0,6,0,1,0.14,0.2121,0.63,0.0,1,9,10,Jan,Cerah
333,2011-01-15,1,0,1,8.0,0,6,0,1,0.14,0.1515,0.63,0.1343,1,22,23,Jan,Cerah
334,2011-01-15,1,0,1,9.0,0,6,0,1,0.16,0.1818,0.64,0.1343,2,31,33,Jan,Cerah
335,2011-01-15,1,0,1,10.0,0,6,0,1,0.18,0.197,0.59,0.1642,2,57,59,Jan,Cerah
336,2011-01-15,1,0,1,11.0,0,6,0,1,0.2,0.197,0.55,0.2239,18,54,72,Jan,Cerah
337,2011-01-15,1,0,1,12.0,0,6,0,1,0.24,0.2273,0.48,0.2239,15,74,89,Jan,Cerah
338,2011-01-15,1,0,1,13.0,0,6,0,1,0.28,0.2576,0.38,0.2985,21,80,101,Jan,Cerah
339,2011-01-15,1,0,1,14.0,0,6,0,1,0.3,0.2879,0.39,0.2836,26,92,118,Jan,Cerah
340,2011-01-15,1,0,1,15.0,0,6,0,2,0.32,0.3182,0.36,0.194,21,108,129,Jan,Cerah Berawan
341,2011-01-15,1,0,1,16.0,0,6,0,2,0.34,0.3333,0.34,0.194,33,95,128,Jan,Cerah Berawan
342,2011-01-15,1,0,1,17.0,0,6,0,2,0.32,0.303,0.36,0.2836,29,54,83,Jan,Cerah Berawan
343,2011-01-15,1,0,1,18.0,0,6,0,2,0.3,0.2879,0.45,0.2537,15,69,84,Jan,Cerah Berawan
344,2011-01-15,1,0,1,19.0,0,6,0,2,0.32,0.303,0.39,0.2537,14,60,74,Jan,Cerah Berawan
345,2011-01-15,1,0,1,20.0,0,6,0,2,0.32,0.303,0.39,0.2537,6,35,41,Jan,Cerah Berawan
346,2011-01-15,1,0,1,21.0,0,6,0,2,0.32,0.303,0.39,0.2239,6,51,57,Jan,Cerah Berawan
347,2011-01-15,1,0,1,22.0,0,6,0,2,0.3,0.3182,0.42,0.1045,0,26,26,Jan,Cerah Berawan
348,2011-01-15,1,0,1,23.0,0,6,0,1,0.3,0.2879,0.45,0.2836,5,39,44,Jan,Cerah
349,2011-01-16,1,0,1,0.0,0,0,0,1,0.26,0.303,0.56,0.0,6,33,39,Jan,Cerah
350,2011-01-16,1,0,1,1.0,0,0,0,1,0.26,0.2727,0.56,0.1343,4,19,23,Jan,Cerah
351,2011-01-16,1,0,1,2.0,0,0,0,1,0.26,0.2879,0.56,0.0896,3,13,16,Jan,Cerah
352,2011-01-16,1,0,1,3.0,0,0,0,1,0.22,0.2727,0.69,0.0,9,6,15,Jan,Cerah
353,2011-01-16,1,0,1,4.0,0,0,0,1,0.26,0.2576,0.56,0.1642,0,1,1,Jan,Cerah
354,2011-01-16,1,0,1,5.0,0,0,0,2,0.26,0.2576,0.56,0.1642,1,1,2,Jan,Cerah Berawan
355,2011-01-16,1,0,1,6.0,0,0,0,2,0.26,0.2576,0.56,0.1642,0,1,1,Jan,Cerah Berawan
356,2011-01-16,1,0,1,7.0,0,0,0,2,0.24,0.2121,0.56,0.2985,0,3,3,Jan,Cerah Berawan
357,2011-01-16,1,0,1,8.0,0,0,0,1,0.22,0.2121,0.55,0.2836,0,18,18,Jan,Cerah
358,2011-01-16,1,0,1,9.0,0,0,0,1,0.22,0.2121,0.51,0.2537,3,29,32,Jan,Cerah
359,2011-01-16,1,0,1,10.0,0,0,0,1,0.22,0.2121,0.51,0.2836,8,71,79,Jan,Cerah
360,2011-01-16,1,0,1,11.0,0,0,0,1,0.24,0.2273,0.44,0.2537,23,70,93,Jan,Cerah
361,2011-01-16,1,0,1,12.0,0,0,0,1,0.24,0.2121,0.41,0.2836,29,75,104,Jan,Cerah
362,2011-01-16,1,0,1,13.0,0,0,0,1,0.26,0.2273,0.35,0.2985,23,95,118,Jan,Cerah
363,2011-01-16,1,0,1,14.0,0,0,0,1,0.28,0.2727,0.36,0.2537,22,69,91,Jan,Cerah
364,2011-01-16,1,0,1,15.0,0,0,0,1,0.26,0.2424,0.38,0.2537,35,78,113,Jan,Cerah
365,2011-01-16,1,0,1,16.0,0,0,0,1,0.24,0.2273,0.38,0.2239,22,77,99,Jan,Cerah
366,2011-01-16,1,0,1,17.0,0,0,0,1,0.22,0.2121,0.37,0.2537,23,82,105,Jan,Cerah
367,2011-01-16,1,0,1,18.0,0,0,0,1,0.2,0.2121,0.4,0.1642,11,56,67,Jan,Cerah
368,2011-01-16,1,0,1,19.0,0,0,0,1,0.18,0.197,0.47,0.1343,14,47,61,Jan,Cerah
369,2011-01-16,1,0,1,20.0,0,0,0,1,0.18,0.197,0.47,0.1642,7,50,57,Jan,Cerah
370,2011-01-16,1,0,1,21.0,0,0,0,1,0.18,0.197,0.51,0.1642,6,22,28,Jan,Cerah
371,2011-01-16,1,0,1,22.0,0,0,0,2,0.2,0.2121,0.49,0.1343,2,19,21,Jan,Cerah Berawan
372,2011-01-16,1,0,1,23.0,0,0,0,2,0.2,0.2273,0.4,0.1045,0,18,18,Jan,Cerah Berawan
373,2011-01-17,1,0,1,0.0,1,1,0,2,0.2,0.197,0.47,0.2239,1,16,17,Jan,Cerah Berawan
374,2011-01-17,1,0,1,1.0,1,1,0,2,0.2,0.197,0.44,0.194,1,15,16,Jan,Cerah Berawan
375,2011-01-17,1,0,1,2.0,1,1,0,2,0.18,0.1667,0.43,0.2537,0,8,8,Jan,Cerah Berawan
376,2011-01-17,1,0,1,3.0,1,1,0,2,0.18,0.1818,0.43,0.194,0,2,2,Jan,Cerah Berawan
377,2011-01-17,1,0,1,4.0,1,1,0,2,0.18,0.197,0.43,0.1343,1,2,3,Jan,Cerah Berawan
378,2011-01-17,1,0,1,5.0,1,1,0,2,0.18,0.197,0.43,0.1642,0,1,1,Jan,Cerah Berawan
379,2011-01-17,1,0,1,6.0,1,1,0,2,0.18,0.1818,0.43,0.194,0,5,5,Jan,Cerah Berawan
380,2011-01-17,1,0,1,7.0,1,1,0,2,0.16,0.1818,0.5,0.1343,4,9,13,Jan,Cerah Berawan
381,2011-01-17,1,0,1,8.0,1,1,0,2,0.16,0.1515,0.47,0.2239,3,30,33,Jan,Cerah Berawan
382,2011-01-17,1,0,1,9.0,1,1,0,2,0.16,0.1515,0.47,0.2239,8,39,47,Jan,Cerah Berawan
383,2011-01-17,1,0,1,10.0,1,1,0,2,0.16,0.1515,0.5,0.2537,7,50,57,Jan,Cerah Berawan
384,2011-01-17,1,0,1,11.0,1,1,0,2,0.16,0.1515,0.55,0.194,9,55,64,Jan,Cerah Berawan
385,2011-01-17,1,0,1,12.0,1,1,0,2,0.18,0.197,0.47,0.1343,10,70,80,Jan,Cerah Berawan
386,2011-01-17,1,0,1,13.0,1,1,0,2,0.18,0.197,0.47,0.1343,13,80,93,Jan,Cerah Berawan
387,2011-01-17,1,0,1,14.0,1,1,0,2,0.18,0.2121,0.43,0.1045,12,74,86,Jan,Cerah Berawan
388,2011-01-17,1,0,1,15.0,1,1,0,2,0.2,0.2121,0.47,0.1642,21,72,93,Jan,Cerah Berawan
389,2011-01-17,1,0,1,16.0,1,1,0,2,0.2,0.2121,0.47,0.1642,6,76,82,Jan,Cerah Berawan
390,2011-01-17,1,0,1,17.0,1,1,0,1,0.2,0.197,0.51,0.194,4,67,71,Jan,Cerah
391,2011-01-17,1,0,1,18.0,1,1,0,2,0.18,0.1667,0.55,0.2537,7,85,92,Jan,Cerah Berawan
392,2011-01-17,1,0,1,19.0,1,1,0,3,0.18,0.1818,0.59,0.194,2,58,60,Jan,Mendung
393,2011-01-17,1,0,1,20.0,1,1,0,3,0.16,0.1515,0.8,0.194,4,29,33,Jan,Mendung
394,2011-01-17,1,0,1,21.0,1,1,0,3,0.16,0.1515,0.8,0.194,3,24,27,Jan,Mendung
395,2011-01-17,1,0,1,22.0,1,1,0,3,0.14,0.1212,0.93,0.2537,0,13,13,Jan,Mendung
396,2011-01-17,1,0,1,23.0,1,1,0,3,0.16,0.1364,0.86,0.2836,1,3,4,Jan,Mendung
397,2011-01-18,1,0,1,12.0,0,2,1,2,0.2,0.1818,0.86,0.3284,0,3,3,Jan,Cerah Berawan
398,2011-01-18,1,0,1,13.0,0,2,1,2,0.2,0.197,0.86,0.2239,0,22,22,Jan,Cerah Berawan
399,2011-01-18,1,0,1,14.0,0,2,1,2,0.22,0.2273,0.8,0.1642,2,26,28,Jan,Cerah Berawan
400,2011-01-18,1,0,1,15.0,0,2,1,2,0.22,0.2273,0.87,0.1642,3,32,35,Jan,Cerah Berawan
401,2011-01-18,1,0,1,16.0,0,2,1,2,0.22,0.2273,0.87,0.194,0,61,61,Jan,Cerah Berawan
402,2011-01-18,1,0,1,17.0,0,2,1,2,0.22,0.2273,0.82,0.194,1,124,125,Jan,Cerah Berawan
403,2011-01-18,1,0,1,18.0,0,2,1,2,0.22,0.2273,0.8,0.1642,1,132,133,Jan,Cerah Berawan
404,2011-01-18,1,0,1,19.0,0,2,1,2,0.22,0.2273,0.8,0.1343,1,98,99,Jan,Cerah Berawan
405,2011-01-18,1,0,1,20.0,0,2,1,2,0.22,0.2727,0.87,0.0,0,83,83,Jan,Cerah Berawan
406,2011-01-18,1,0,1,21.0,0,2,1,2,0.22,0.2424,0.93,0.1045,0,41,41,Jan,Cerah Berawan
407,2011-01-18,1,0,1,22.0,0,2,1,2,0.22,0.2576,0.93,0.0896,0,33,33,Jan,Cerah Berawan
408,2011-01-18,1,0,1,23.0,0,2,1,2,0.22,0.2727,0.93,0.0,1,19,20,Jan,Cerah Berawan
409,2011-01-19,1,0,1,0.0,0,3,1,2,0.22,0.2727,0.93,0.0,0,3,3,Jan,Cerah Berawan
410,2011-01-19,1,0,1,1.0,0,3,1,3,0.22,0.2273,0.93,0.1343,1,6,7,Jan,Mendung
411,2011-01-19,1,0,1,2.0,0,3,1,3,0.22,0.2273,0.93,0.1343,0,3,3,Jan,Mendung
412,2011-01-19,1,0,1,4.0,0,3,1,3,0.22,0.2273,0.93,0.1343,1,1,2,Jan,Mendung
413,2011-01-19,1,0,1,5.0,0,3,1,2,0.22,0.2576,0.93,0.0896,0,7,7,Jan,Cerah Berawan
414,2011-01-19,1,0,1,6.0,0,3,1,2,0.22,0.2576,0.93,0.0896,0,32,32,Jan,Cerah Berawan
415,2011-01-19,1,0,1,7.0,0,3,1,2,0.24,0.2576,0.92,0.1045,1,89,90,Jan,Cerah Berawan
416,2011-01-19,1,0,1,8.0,0,3,1,2,0.24,0.2576,0.93,0.1045,1,196,197,Jan,Cerah Berawan
417,2011-01-19,1,0,1,9.0,0,3,1,2,0.24,0.2576,0.93,0.1045,2,107,109,Jan,Cerah Berawan
418,2011-01-19,1,0,1,10.0,0,3,1,2,0.26,0.2727,0.93,0.1343,1,46,47,Jan,Cerah Berawan
419,2011-01-19,1,0,1,11.0,0,3,1,2,0.28,0.303,0.87,0.0896,5,47,52,Jan,Cerah Berawan
420,2011-01-19,1,0,1,12.0,0,3,1,2,0.3,0.3182,0.81,0.0896,5,65,70,Jan,Cerah Berawan
421,2011-01-19,1,0,1,13.0,0,3,1,1,0.4,0.4091,0.62,0.2836,11,67,78,Jan,Cerah
422,2011-01-19,1,0,1,14.0,0,3,1,1,0.4,0.4091,0.58,0.2537,7,68,75,Jan,Cerah
423,2011-01-19,1,0,1,15.0,0,3,1,1,0.4,0.4091,0.54,0.2836,4,78,82,Jan,Cerah
424,2011-01-19,1,0,1,16.0,0,3,1,1,0.38,0.3939,0.58,0.3881,10,94,104,Jan,Cerah
425,2011-01-19,1,0,1,17.0,0,3,1,1,0.36,0.3333,0.57,0.3284,7,190,197,Jan,Cerah
426,2011-01-19,1,0,1,18.0,0,3,1,1,0.34,0.3182,0.61,0.2836,5,156,161,Jan,Cerah
427,2011-01-19,1,0,1,19.0,0,3,1,1,0.32,0.2879,0.57,0.4179,4,108,112,Jan,Cerah
428,2011-01-19,1,0,1,20.0,0,3,1,1,0.32,0.303,0.49,0.2985,2,74,76,Jan,Cerah
429,2011-01-19,1,0,1,21.0,0,3,1,1,0.32,0.2879,0.49,0.4179,4,55,59,Jan,Cerah
430,2011-01-19,1,0,1,22.0,0,3,1,1,0.3,0.303,0.52,0.1642,6,53,59,Jan,Cerah
431,2011-01-19,1,0,1,23.0,0,3,1,1,0.3,0.2727,0.52,0.4627,1,27,28,Jan,Cerah
432,2011-01-20,1,0,1,0.0,0,4,1,1,0.26,0.2273,0.56,0.3881,5,8,13,Jan,Cerah
433,2011-01-20,1,0,1,1.0,0,4,1,1,0.26,0.2727,0.56,0.0,2,3,5,Jan,Cerah
434,2011-01-20,1,0,1,2.0,0,4,1,1,0.26,0.2727,0.56,0.0,0,2,2,Jan,Cerah
435,2011-01-20,1,0,1,3.0,0,4,1,1,0.26,0.2576,0.56,0.1642,0,1,1,Jan,Cerah
436,2011-01-20,1,0,1,4.0,0,4,1,1,0.26,0.2576,0.56,0.1642,0,1,1,Jan,Cerah
437,2011-01-20,1,0,1,5.0,0,4,1,1,0.24,0.2273,0.6,0.2239,0,6,6,Jan,Cerah
438,2011-01-20,1,0,1,6.0,0,4,1,1,0.22,0.2121,0.6,0.2239,0,35,35,Jan,Cerah
439,2011-01-20,1,0,1,7.0,0,4,1,1,0.22,0.2121,0.55,0.2239,1,100,101,Jan,Cerah
440,2011-01-20,1,0,1,8.0,0,4,1,1,0.22,0.2121,0.55,0.2836,2,247,249,Jan,Cerah
441,2011-01-20,1,0,1,9.0,0,4,1,2,0.24,0.2273,0.52,0.2239,3,140,143,Jan,Cerah Berawan
442,2011-01-20,1,0,1,10.0,0,4,1,1,0.26,0.2273,0.48,0.2985,1,56,57,Jan,Cerah
443,2011-01-20,1,0,1,11.0,0,4,1,2,0.28,0.2727,0.45,0.1642,5,63,68,Jan,Cerah Berawan
444,2011-01-20,1,0,1,12.0,0,4,1,2,0.3,0.3333,0.42,0.0,7,77,84,Jan,Cerah Berawan
445,2011-01-20,1,0,1,13.0,0,4,1,2,0.28,0.2879,0.45,0.1045,12,86,98,Jan,Cerah Berawan
446,2011-01-20,1,0,1,14.0,0,4,1,2,0.3,0.303,0.45,0.1343,6,75,81,Jan,Cerah Berawan
447,2011-01-20,1,0,1,15.0,0,4,1,2,0.32,0.3182,0.45,0.194,8,62,70,Jan,Cerah Berawan
448,2011-01-20,1,0,1,16.0,0,4,1,2,0.3,0.303,0.49,0.1343,8,83,91,Jan,Cerah Berawan
449,2011-01-20,1,0,1,17.0,0,4,1,2,0.3,0.3182,0.49,0.1045,8,207,215,Jan,Cerah Berawan
450,2011-01-20,1,0,1,18.0,0,4,1,2,0.26,0.2576,0.56,0.194,1,184,185,Jan,Cerah Berawan
451,2011-01-20,1,0,1,19.0,0,4,1,1,0.26,0.2273,0.56,0.3284,6,146,152,Jan,Cerah
452,2011-01-20,1,0,1,20.0,0,4,1,2,0.26,0.2424,0.6,0.2836,2,124,126,Jan,Cerah Berawan
453,2011-01-20,1,0,1,21.0,0,4,1,2,0.24,0.2273,0.6,0.2537,3,54,57,Jan,Cerah Berawan
454,2011-01-20,1,0,1,22.0,0,4,1,2,0.24,0.2121,0.65,0.2836,0,56,56,Jan,Cerah Berawan
455,2011-01-20,1,0,1,23.0,0,4,1,2,0.24,0.2121,0.65,0.3284,3,28,31,Jan,Cerah Berawan
